1,Alimentation
2,Transport
3,EDF
4,GDF
5,EAU
6,Ecole
7,Tax-Foncier
8,Assurance_Habitation
9,Money_India
10,Money_Srini
11,Money_Mala
12,Money_Viji
13,Prudential_LI
14,SGB
15,ZERODHA
16,Money_Jewels
17,Property_purchase
18,Telephone
19,Personnel_Credit
20,Maison_Credit
21,Coins
22,IZLY
